지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 상대습도(%),평균 현지기압(hPa),평균 전운량(1/10),평균 중하층운량(1/10),미세먼지농도(㎍/㎥)
108,서울,2013-09-15,23.4,20.3,28.2,,2.0,290.0,59.5,999.2,3.0,3.0,28.0
108,서울,2013-09-16,20.9,15.2,27.0,,2.1,290.0,49.3,1002.4,0.3,0.0,29.0
108,서울,2013-09-17,22.6,17.0,29.3,,1.5,50.0,48.4,1008.3,0.6,0.3,26.0
108,서울,2013-09-18,24.4,17.5,31.1,,1.6,70.0,54.0,1010.0,1.0,0.0,44.0
108,서울,2013-09-19,24.7,20.5,30.2,,2.7,70.0,56.0,1008.2,0.1,0.0,43.0
108,서울,2013-09-20,23.4,20.1,28.0,,1.9,270.0,71.5,1005.9,5.4,1.9,44.0
108,서울,2013-09-21,23.8,19.9,27.8,,1.7,70.0,66.9,1005.4,7.4,5.6,34.0
108,서울,2013-09-22,23.1,20.4,27.2,0.0,4.2,70.0,54.9,1007.7,6.8,3.1,19.0
108,서울,2013-09-23,23.8,18.6,29.0,,2.5,70.0,55.6,1005.8,6.3,2.5,28.0
108,서울,2013-09-24,22.0,20.0,23.9,4.5,2.9,200.0,81.8,1001.0,9.8,7.5,29.0
108,서울,2013-09-25,19.5,15.3,24.2,,3.4,270.0,57.3,1001.9,4.9,4.1,21.0
108,서울,2013-09-26,17.3,12.7,22.5,,2.6,290.0,36.9,1006.8,0.1,0.1,23.0
108,서울,2013-09-27,17.9,10.9,24.0,,1.8,50.0,50.9,1008.3,3.8,0.0,36.0
108,서울,2013-09-28,17.4,15.2,19.9,4.0,2.2,70.0,70.6,1006.3,9.5,4.9,46.0
108,서울,2013-09-29,17.2,14.7,19.7,19.0,2.7,70.0,86.1,1005.7,9.6,6.5,16.0
108,서울,2013-09-30,20.7,18.0,25.5,1.0,2.5,70.0,71.8,1007.1,5.9,5.8,10.0
108,서울,2013-10-01,21.6,17.2,27.2,,2.3,70.0,66.8,1005.7,5.6,3.6,23.0
108,서울,2013-10-02,19.4,15.0,22.8,,3.2,270.0,58.6,1002.1,3.9,3.0,36.0
108,서울,2013-10-03,16.3,11.0,21.3,,2.4,290.0,49.1,1008.1,0.4,0.1,24.0
108,서울,2013-10-04,17.4,10.7,25.1,,1.7,50.0,54.6,1010.2,0.0,0.0,37.0
108,서울,2013-10-05,20.0,12.6,28.1,,1.9,70.0,48.0,1011.8,2.0,0.0,26.0
108,서울,2013-10-06,20.8,15.4,25.7,0.0,4.0,70.0,53.5,1013.1,6.6,3.6,13.0
108,서울,2013-10-07,22.8,19.8,26.9,,2.5,70.0,65.9,1009.6,9.4,6.5,16.0
108,서울,2013-10-08,20.0,18.0,21.8,3.0,2.3,70.0,83.4,1003.9,10.0,6.6,17.0
108,서울,2013-10-09,20.5,15.5,26.4,,1.9,270.0,63.9,1004.1,2.5,2.1,19.0
108,서울,2013-10-10,21.1,15.9,26.4,,2.2,230.0,71.0,1003.5,3.9,3.8,30.0
108,서울,2013-10-11,18.1,14.1,20.7,6.5,5.0,270.0,57.5,1001.8,4.3,4.3,27.0
108,서울,2013-10-12,16.4,11.0,21.5,,2.7,270.0,53.8,1009.2,0.1,0.1,27.0
108,서울,2013-10-13,17.3,12.2,23.4,,1.5,50.0,62.0,1011.3,0.0,0.0,37.0
108,서울,2013-10-14,18.3,13.3,24.4,,2.4,70.0,63.6,1008.7,0.5,0.5,37.0
108,서울,2013-10-15,12.0,7.7,17.4,3.5,2.9,50.0,79.4,1007.4,6.5,5.0,28.0
108,서울,2013-10-16,11.2,6.1,16.8,,1.8,20.0,53.1,1011.7,0.1,0.1,19.0
108,서울,2013-10-17,12.4,6.8,18.9,,1.8,70.0,55.5,1017.9,2.0,0.3,
108,서울,2013-10-18,13.6,8.1,20.2,,1.8,50.0,54.8,1018.5,1.0,0.0,27.0
108,서울,2013-10-19,14.6,9.8,19.5,,2.2,70.0,59.1,1015.5,5.4,1.5,22.0
108,서울,2013-10-20,16.7,11.7,22.9,,2.3,70.0,60.1,1009.7,4.9,4.1,19.0
108,서울,2013-10-21,16.2,12.0,22.2,,2.8,70.0,50.3,1009.7,2.6,1.9,14.0
108,서울,2013-10-22,15.9,11.3,21.7,,3.8,70.0,46.1,1013.0,0.5,0.5,17.0
108,서울,2013-10-23,16.2,12.2,22.1,,2.9,70.0,49.1,1010.6,1.3,0.9,20.0
108,서울,2013-10-24,13.1,7.8,18.5,,3.2,290.0,50.8,1007.7,1.6,0.6,40.0
108,서울,2013-10-25,9.3,5.3,14.5,,3.8,290.0,41.9,1007.3,0.0,0.0,46.0
108,서울,2013-10-26,10.0,4.3,15.7,,1.9,290.0,50.5,1007.3,0.0,0.0,45.0
108,서울,2013-10-27,11.4,5.1,18.0,,2.0,50.0,56.3,1011.7,0.1,0.1,49.0
108,서울,2013-10-28,11.6,6.7,16.7,,1.4,50.0,65.5,1014.1,3.0,1.3,56.0
108,서울,2013-10-29,12.7,9.5,16.5,0.5,2.6,50.0,71.3,1012.8,6.5,5.5,62.0
108,서울,2013-10-30,10.5,6.4,16.2,,2.0,270.0,58.9,1014.8,1.5,0.0,31.0
108,서울,2013-10-31,11.7,5.5,18.8,,1.7,20.0,54.9,1015.8,2.3,0.0,44.0
108,서울,2013-11-01,14.8,8.6,20.7,,1.5,70.0,50.8,1015.0,5.4,1.6,50.0
108,서울,2013-11-02,11.6,8.6,14.9,7.5,1.6,50.0,79.8,1012.7,7.3,5.1,45.0
108,서울,2013-11-03,11.9,7.8,16.7,0.0,1.7,50.0,80.3,1010.6,5.9,5.9,53.0
108,서울,2013-11-04,12.6,9.2,17.6,,1.8,290.0,70.3,1013.6,1.4,1.4,52.0
108,서울,2013-11-05,12.3,7.5,18.5,,1.8,50.0,64.3,1015.4,1.1,0.5,55.0
108,서울,2013-11-06,12.2,9.0,15.9,1.0,2.3,50.0,77.5,1008.9,9.1,6.5,59.0
108,서울,2013-11-07,12.2,7.5,15.8,0.1,4.0,270.0,52.9,1008.3,1.8,1.5,45.0
108,서울,2013-11-08,9.0,4.0,14.5,,1.6,70.0,43.4,1015.9,3.4,0.1,25.0
108,서울,2013-11-09,11.6,9.2,15.5,5.5,2.4,70.0,62.1,1010.2,9.6,6.5,28.0
108,서울,2013-11-10,5.5,2.1,10.4,0.0,4.3,290.0,45.3,1008.9,1.8,0.8,18.0
108,서울,2013-11-11,2.6,-1.4,7.5,,2.8,270.0,32.9,1011.8,0.0,0.0,33.0
108,서울,2013-11-12,3.4,-1.1,8.5,,2.7,290.0,36.1,1011.3,0.3,0.3,23.0
108,서울,2013-11-13,4.8,-0.9,11.4,,1.7,290.0,43.5,1012.4,1.9,0.0,39.0
108,서울,2013-11-14,6.7,3.1,9.9,1.0,1.9,50.0,55.1,1010.2,8.9,3.9,47.0
108,서울,2013-11-15,8.2,5.8,12.4,2.0,1.8,50.0,78.3,1010.2,5.3,5.0,70.0
108,서울,2013-11-16,7.0,2.4,12.0,2.0,2.6,50.0,72.0,1006.6,5.0,3.0,77.0
108,서울,2013-11-17,5.2,2.2,7.6,1.0,4.2,270.0,58.1,1003.2,4.0,4.0,
108,서울,2013-11-18,1.1,-1.5,4.2,0.0,5.2,270.0,53.6,1004.1,3.3,3.3,18.0
108,서울,2013-11-19,1.1,-1.7,3.8,0.0,4.4,270.0,53.9,1006.3,4.9,4.9,25.0
108,서울,2013-11-20,1.5,-1.9,5.9,,3.2,270.0,38.8,1010.2,0.0,0.0,24.0
108,서울,2013-11-21,2.6,-1.4,7.3,,2.4,270.0,48.8,1013.4,0.6,0.6,25.0
108,서울,2013-11-22,4.6,-0.7,10.5,,1.9,270.0,57.9,1014.6,0.0,0.0,62.0
108,서울,2013-11-23,7.1,2.2,12.5,,1.7,50.0,64.6,1013.3,1.8,0.1,106.0
108,서울,2013-11-24,7.3,4.4,10.6,14.0,3.5,70.0,74.3,1003.4,7.4,3.3,93.0
108,서울,2013-11-25,4.7,-0.1,10.2,9.5,6.1,270.0,64.6,996.5,6.8,6.0,22.0
108,서울,2013-11-26,2.1,-2.4,5.8,1.5,2.5,250.0,60.9,1006.1,5.4,4.6,29.0
108,서울,2013-11-27,0.0,-4.3,4.7,1.7,3.4,290.0,66.8,1004.8,7.0,5.0,24.0
108,서울,2013-11-28,-3.8,-6.4,-0.9,,2.9,270.0,48.9,1009.9,2.1,2.1,60.0
108,서울,2013-11-29,-0.7,-5.4,4.8,0.0,1.8,290.0,52.9,1009.6,0.5,0.5,52.0
108,서울,2013-11-30,5.3,-1.1,10.6,,2.4,50.0,56.9,1009.8,5.4,5.4,49.0
108,서울,2013-12-01,4.5,1.4,8.6,,2.1,270.0,66.9,1010.7,3.4,3.4,58.0
108,서울,2013-12-02,3.9,0.1,6.6,0.0,1.4,20.0,64.3,1010.7,8.6,7.4,66.0
108,서울,2013-12-03,6.7,4.5,9.9,,1.6,270.0,62.6,1009.7,4.1,3.9,85.0
108,서울,2013-12-04,5.5,2.1,9.6,,1.8,50.0,72.8,1010.2,2.1,2.1,116.0
108,서울,2013-12-05,5.5,2.1,9.0,,2.4,20.0,73.4,1008.1,6.8,6.8,130.0
108,서울,2013-12-06,3.0,-0.7,7.0,0.0,2.7,290.0,42.6,1009.6,3.0,3.0,30.0
108,서울,2013-12-07,6.2,3.8,11.0,0.1,1.9,230.0,60.8,1011.9,4.8,4.8,34.0
108,서울,2013-12-08,4.2,2.5,6.5,0.0,2.8,70.0,75.3,1012.2,5.8,4.8,43.0
108,서울,2013-12-09,3.8,1.9,5.2,14.0,3.1,70.0,83.1,1000.3,10.0,7.1,36.0
108,서울,2013-12-10,0.3,-2.2,3.5,,3.2,270.0,56.1,1003.8,2.8,0.3,43.0
108,서울,2013-12-11,-1.7,-4.3,0.2,2.6,3.9,270.0,64.1,1002.9,5.0,4.8,
108,서울,2013-12-12,-3.2,-6.3,0.3,4.1,2.7,290.0,69.9,1006.4,5.5,4.6,
108,서울,2013-12-13,-6.8,-8.9,-4.3,,2.4,290.0,47.5,1012.9,1.8,1.8,
108,서울,2013-12-14,-4.9,-8.5,-1.4,1.1,1.5,20.0,65.4,1016.0,3.6,3.3,31.0
108,서울,2013-12-15,-4.4,-8.0,0.7,,1.9,270.0,48.1,1020.9,0.1,0.0,35.0
108,서울,2013-12-16,-3.6,-7.3,0.5,,1.8,20.0,52.6,1019.1,5.6,1.3,55.0
108,서울,2013-12-17,-0.3,-5.5,4.7,,1.5,70.0,52.4,1016.3,7.3,0.6,51.0
108,서울,2013-12-18,2.2,-0.9,6.5,0.8,2.4,270.0,65.1,1011.9,6.5,5.6,29.0
108,서울,2013-12-19,-3.5,-6.5,-0.9,0.3,4.0,270.0,60.6,1009.9,7.5,7.0,37.0
108,서울,2013-12-20,-4.0,-8.1,-0.1,0.0,2.6,270.0,56.3,1011.7,3.8,3.8,96.0
108,서울,2013-12-21,-3.1,-6.3,0.9,,1.8,290.0,56.4,1016.4,0.0,0.0,86.0
108,서울,2013-12-22,-2.1,-6.8,3.1,,1.9,50.0,57.5,1018.5,3.1,2.9,45.0
108,서울,2013-12-23,-1.1,-3.7,2.3,,2.2,290.0,57.1,1016.9,2.5,2.5,38.0
108,서울,2013-12-24,-1.6,-5.9,4.0,,1.7,50.0,58.0,1019.4,0.0,0.0,69.0
108,서울,2013-12-25,-0.5,-4.4,3.7,,1.8,50.0,60.4,1016.9,3.8,1.6,78.0
108,서울,2013-12-26,-0.5,-4.0,2.7,1.6,2.6,20.0,67.8,1009.5,7.5,7.0,65.0
108,서울,2013-12-27,-6.8,-9.3,-3.7,,3.4,290.0,49.5,1010.9,0.0,0.0,52.0
108,서울,2013-12-28,-6.5,-9.8,-2.7,,2.5,270.0,44.1,1010.9,0.5,0.5,21.0
108,서울,2013-12-29,-2.9,-8.0,1.6,0.1,2.1,230.0,59.8,1009.9,3.9,3.4,30.0
108,서울,2013-12-30,2.2,-1.9,6.3,,2.9,230.0,55.4,1005.1,1.1,1.1,86.0
108,서울,2013-12-31,3.8,0.5,8.0,,3.6,230.0,58.8,1001.6,3.0,3.0,114.0
108,서울,2014-01-01,4.0,0.3,7.9,0.0,3.7,270.0,51.3,1003.6,2.1,1.9,125.0
108,서울,2014-01-02,1.5,-1.3,6.2,,2.0,290.0,35.4,1010.4,0.3,0.0,56.0
108,서울,2014-01-03,2.3,-1.1,7.3,,2.5,50.0,54.4,1006.9,4.6,2.0,59.0
108,서울,2014-01-04,-0.1,-3.7,5.6,,2.4,270.0,47.1,1008.8,0.9,0.5,51.0
108,서울,2014-01-05,-0.8,-4.3,3.8,,1.9,270.0,48.4,1013.1,2.1,1.9,45.0
108,서울,2014-01-06,0.8,-3.7,6.4,,1.6,50.0,50.4,1017.3,3.1,3.0,69.0
108,서울,2014-01-07,3.0,0.3,5.5,0.0,1.7,20.0,56.0,1014.6,8.5,6.0,85.0
108,서울,2014-01-08,0.5,-5.7,4.0,0.0,3.3,290.0,56.6,1010.9,7.4,3.0,71.0
108,서울,2014-01-09,-7.8,-10.4,-4.3,,3.6,290.0,26.3,1017.9,0.0,0.0,22.0
108,서울,2014-01-10,-4.7,-9.3,-0.9,0.0,2.0,270.0,48.6,1020.6,3.1,3.1,35.0
108,서울,2014-01-11,-1.7,-5.4,2.4,,1.9,290.0,44.1,1020.4,4.5,3.9,52.0
108,서울,2014-01-12,-2.4,-7.7,2.5,0.0,3.4,320.0,43.5,1017.6,2.5,2.0,63.0
108,서울,2014-01-13,-6.2,-10.5,-1.6,,2.9,290.0,26.0,1021.8,0.0,0.0,34.0
108,서울,2014-01-14,-4.3,-8.9,1.1,,2.2,270.0,33.8,1022.2,0.0,0.0,46.0
108,서울,2014-01-15,-2.9,-7.6,2.2,,1.7,270.0,42.0,1021.7,0.9,0.9,56.0
108,서울,2014-01-16,0.1,-4.0,3.6,,1.9,50.0,59.9,1018.1,6.8,6.4,110.0
108,서울,2014-01-17,-0.1,-3.7,3.8,,1.6,270.0,55.9,1015.9,1.8,1.8,120.0
108,서울,2014-01-18,-2.2,-4.9,0.8,,3.1,290.0,42.4,1016.9,0.4,0.4,64.0
108,서울,2014-01-19,-2.6,-7.4,2.4,0.0,1.9,20.0,44.8,1017.7,4.9,2.4,50.0
108,서울,2014-01-20,-1.5,-4.2,1.9,5.3,3.2,70.0,83.3,1008.6,9.6,7.6,66.0
108,서울,2014-01-21,-5.5,-7.2,-3.1,0.7,2.4,290.0,62.6,1014.5,5.3,5.3,115.0
108,서울,2014-01-22,-3.9,-9.5,1.6,,1.6,290.0,60.0,1018.0,1.0,1.0,95.0
108,서울,2014-01-23,-0.8,-5.2,4.1,,2.1,50.0,65.6,1015.7,3.4,2.9,57.0
108,서울,2014-01-24,3.0,-1.1,5.7,,2.6,50.0,64.4,1010.3,8.5,7.9,62.0
108,서울,2014-01-25,4.2,-0.4,6.3,3.0,2.4,290.0,74.4,1006.2,7.0,5.5,49.0
108,서울,2014-01-26,-2.1,-5.3,2.3,,2.7,290.0,42.1,1016.9,0.0,0.0,38.0
108,서울,2014-01-27,0.2,-5.4,6.0,,2.6,50.0,48.0,1013.4,1.6,1.0,41.0
108,서울,2014-01-28,1.5,-3.0,4.6,0.5,2.9,290.0,52.8,1013.8,3.6,2.8,32.0
108,서울,2014-01-29,2.2,-5.3,8.2,,2.2,50.0,40.1,1011.1,4.3,2.6,40.0
108,서울,2014-01-30,4.0,-1.0,6.5,3.5,3.0,270.0,66.1,1005.4,5.8,4.5,
108,서울,2014-01-31,1.3,-4.3,7.0,,2.2,70.0,26.1,1013.0,1.0,1.0,23.0
108,서울,2014-02-01,4.9,3.7,6.0,11.0,3.4,70.0,63.8,1005.0,9.6,7.6,24.0
108,서울,2014-02-02,4.9,2.8,6.5,0.5,2.0,270.0,91.6,1000.0,8.9,8.9,21.0
108,서울,2014-02-03,-3.5,-8.2,2.8,,4.3,320.0,38.5,1007.0,2.6,1.4,70.0
108,서울,2014-02-04,-7.4,-10.5,-3.7,,3.4,290.0,25.9,1014.6,0.1,0.1,44.0
108,서울,2014-02-05,-4.8,-8.9,0.3,,2.0,270.0,27.5,1018.1,4.5,0.5,47.0
108,서울,2014-02-06,-1.3,-5.2,4.5,,1.7,20.0,29.8,1015.5,5.0,0.0,46.0
108,서울,2014-02-07,2.4,-2.0,7.6,0.0,4.8,,47.3,1010.0,8.4,2.6,15.0
108,서울,2014-02-08,0.2,-1.5,2.5,4.3,4.3,,79.4,1006.8,9.8,6.6,12.0
108,서울,2014-02-09,-1.6,-3.4,0.7,0.2,2.7,290.0,76.5,1010.8,8.0,6.5,22.0
108,서울,2014-02-10,-0.1,-2.9,4.4,0.2,2.5,70.0,55.0,1015.1,4.5,4.3,24.0
108,서울,2014-02-11,0.2,-3.8,5.2,,3.2,70.0,42.1,1015.9,0.8,0.1,18.0
108,서울,2014-02-12,1.2,-2.0,5.1,0.0,2.5,70.0,49.3,1017.8,4.4,3.0,22.0
108,서울,2014-02-13,1.9,-2.1,6.5,,2.2,70.0,46.1,1019.6,5.6,0.6,23.0
108,서울,2014-02-14,2.7,-0.7,7.6,,3.1,70.0,47.3,1017.4,4.0,1.3,18.0
108,서울,2014-02-15,2.7,-1.9,8.5,,2.7,50.0,54.6,1016.5,0.4,0.1,30.0
108,서울,2014-02-16,2.8,-1.1,8.1,,1.7,50.0,53.3,1017.8,5.8,0.0,58.0
108,서울,2014-02-17,4.2,0.9,8.5,,2.0,50.0,45.5,1016.5,6.4,0.8,82.0
108,서울,2014-02-18,2.5,0.3,5.4,,3.5,50.0,45.9,1016.3,5.3,2.4,23.0
108,서울,2014-02-19,2.1,-1.9,6.7,,2.6,50.0,48.6,1015.7,3.5,0.8,31.0
108,서울,2014-02-20,1.2,-1.2,5.5,,2.8,270.0,61.5,1016.5,0.9,0.9,65.0
108,서울,2014-02-21,0.9,-4.0,6.9,,2.6,270.0,49.1,1019.5,0.0,0.0,65.0
108,서울,2014-02-22,2.2,-2.1,7.4,,2.1,290.0,49.3,1020.5,1.4,0.0,97.0
108,서울,2014-02-23,3.1,-1.8,8.5,,2.1,290.0,50.6,1020.2,0.0,0.0,107.0
108,서울,2014-02-24,4.1,-0.3,9.3,,2.3,290.0,58.0,1018.8,0.0,0.0,164.0
108,서울,2014-02-25,5.7,0.6,12.3,,2.0,270.0,59.9,1017.9,0.0,0.0,179.0
108,서울,2014-02-26,8.4,1.4,16.4,,1.9,50.0,44.9,1013.6,1.0,0.4,132.0
108,서울,2014-02-27,7.7,3.8,13.1,,2.8,270.0,55.4,1010.0,4.8,1.3,116.0
108,서울,2014-02-28,6.7,1.3,12.3,,2.3,70.0,58.8,1011.0,6.3,2.8,115.0
108,서울,2014-03-01,6.0,3.3,9.4,,2.6,270.0,61.1,1008.0,8.1,3.4,94.0
108,서울,2014-03-02,4.5,-0.2,10.1,,3.0,290.0,46.4,1011.0,0.6,0.3,35.0
108,서울,2014-03-03,5.2,-1.0,11.9,,2.0,290.0,34.4,1016.0,0.0,0.0,60.0
108,서울,2014-03-04,6.3,2.2,12.3,,2.9,270.0,48.0,1011.8,5.5,1.8,86.0
108,서울,2014-03-05,1.4,-1.4,5.3,0.0,4.4,290.0,44.8,1013.0,0.5,0.5,
108,서울,2014-03-06,0.3,-3.0,5.0,0.0,3.6,290.0,43.4,1016.5,1.9,1.9,36.0
108,서울,2014-03-07,-0.6,-4.6,4.3,,3.8,270.0,45.9,1019.1,1.8,0.9,34.0
108,서울,2014-03-08,2.0,-2.2,7.0,,2.5,270.0,55.0,1014.1,5.1,1.6,45.0
108,서울,2014-03-09,1.4,-1.6,4.8,2.2,3.6,290.0,56.4,1010.4,3.4,2.9,40.0
108,서울,2014-03-10,1.5,-3.6,7.7,,3.0,270.0,50.4,1015.8,0.0,0.0,42.0
108,서울,2014-03-11,4.5,-0.9,9.4,,2.8,250.0,65.0,1015.2,2.5,1.3,52.0
108,서울,2014-03-12,6.9,4.0,9.5,0.2,1.5,20.0,75.8,1006.9,8.6,6.3,40.0
108,서울,2014-03-13,5.2,1.6,8.3,0.0,4.0,70.0,54.5,1003.6,7.6,6.4,45.0
108,서울,2014-03-14,3.4,-1.5,8.5,,3.6,270.0,54.6,1008.5,1.0,0.6,63.0
108,서울,2014-03-15,6.8,0.1,13.4,,4.0,230.0,66.8,1008.4,1.1,1.1,102.0
108,서울,2014-03-16,11.3,5.7,18.5,,2.3,230.0,68.3,1010.0,3.0,2.4,100.0
108,서울,2014-03-17,12.6,6.9,19.4,0.5,3.5,230.0,79.0,1006.7,6.5,4.8,63.0
108,서울,2014-03-18,10.5,7.7,16.0,0.4,3.5,270.0,75.3,1004.8,6.3,3.5,141.0
108,서울,2014-03-19,9.6,7.4,12.3,,2.9,70.0,65.5,1006.3,7.1,3.4,131.0
108,서울,2014-03-20,6.3,2.8,10.3,0.4,3.2,290.0,71.3,1003.7,6.8,4.5,70.0
108,서울,2014-03-21,5.9,1.2,12.0,,3.4,270.0,52.5,1009.5,0.3,0.3,33.0
108,서울,2014-03-22,8.6,2.3,15.5,,2.5,250.0,63.5,1012.8,1.0,1.0,60.0
108,서울,2014-03-23,9.6,4.6,15.5,,3.0,250.0,63.6,1016.9,0.0,0.0,83.0
108,서울,2014-03-24,10.9,4.6,15.3,0.0,3.5,230.0,60.5,1011.8,5.9,4.9,54.0
108,서울,2014-03-25,14.6,11.9,18.2,0.0,2.7,230.0,75.9,1004.6,10.0,5.5,58.0
108,서울,2014-03-26,15.4,11.8,21.9,0.0,2.8,250.0,64.6,1000.1,5.4,1.4,67.0
108,서울,2014-03-27,13.5,7.7,20.4,,2.8,250.0,68.9,1006.3,0.9,0.9,93.0
108,서울,2014-03-28,16.6,11.3,23.8,,2.6,250.0,57.3,1006.4,5.5,4.1,115.0
108,서울,2014-03-29,15.0,13.2,18.0,3.5,2.5,70.0,73.4,998.7,9.5,6.9,51.0
108,서울,2014-03-30,14.9,10.2,20.6,0.0,3.1,70.0,63.5,999.7,2.9,2.4,39.0
108,서울,2014-03-31,14.5,8.8,20.2,,2.3,270.0,49.3,1005.8,3.1,0.0,70.0
108,서울,2014-04-01,15.6,9.5,23.0,,2.4,250.0,33.8,1005.6,2.4,0.4,77.0
108,서울,2014-04-02,15.5,9.9,21.9,,2.7,270.0,30.0,1006.4,4.3,0.0,66.0
108,서울,2014-04-03,10.2,5.5,13.6,0.5,3.1,270.0,63.0,1003.2,8.0,4.4,60.0
108,서울,2014-04-04,6.6,2.3,11.7,,3.4,290.0,52.6,1003.0,3.8,2.4,29.0
108,서울,2014-04-05,6.2,3.5,11.0,0.0,3.0,270.0,60.5,1003.9,3.5,3.5,45.0
108,서울,2014-04-06,7.4,2.3,12.8,,4.0,250.0,50.6,1009.6,0.5,0.1,44.0
108,서울,2014-04-07,10.3,4.9,16.7,,3.4,230.0,64.9,1008.0,3.4,0.0,70.0
108,서울,2014-04-08,11.9,5.7,19.7,,2.6,270.0,60.9,1007.7,0.0,0.0,51.0
108,서울,2014-04-09,10.3,7.0,15.3,,3.0,270.0,85.3,1007.1,5.8,5.0,69.0
108,서울,2014-04-10,12.5,7.2,20.0,,2.4,250.0,71.5,1008.4,5.9,3.9,63.0
108,서울,2014-04-11,13.6,10.1,18.7,,2.8,270.0,69.5,1008.7,5.3,1.0,69.0
108,서울,2014-04-12,14.3,11.1,17.2,,1.7,290.0,68.8,1007.3,9.4,3.8,77.0
108,서울,2014-04-13,17.2,13.2,24.3,,2.2,70.0,54.9,1006.5,6.4,3.9,75.0
108,서울,2014-04-14,16.3,12.1,22.4,,2.7,270.0,53.3,1009.7,0.5,0.5,71.0
108,서울,2014-04-15,12.9,9.3,16.8,,3.2,270.0,80.1,1009.0,4.1,0.0,79.0
108,서울,2014-04-16,14.0,10.0,19.4,,1.8,230.0,81.0,1005.5,6.8,3.5,158.0
108,서울,2014-04-17,14.7,8.4,20.9,3.0,1.9,50.0,67.4,1003.0,6.9,2.8,92.0
108,서울,2014-04-18,15.9,12.0,23.0,,2.6,50.0,59.9,1005.4,4.3,2.9,64.0
108,서울,2014-04-19,14.0,11.4,18.4,,4.5,70.0,56.0,1009.3,7.9,4.0,47.0
108,서울,2014-04-20,14.6,10.0,21.6,,3.4,70.0,54.4,1007.3,3.1,1.0,42.0
108,서울,2014-04-21,15.1,9.8,21.4,,3.0,290.0,55.1,1005.1,3.9,1.5,56.0
108,서울,2014-04-22,16.0,9.6,23.3,,2.8,270.0,43.1,1005.2,2.1,0.9,60.0
108,서울,2014-04-23,17.2,10.4,24.9,,2.5,290.0,49.4,1007.6,0.0,0.0,92.0
108,서울,2014-04-24,18.6,12.1,26.2,,2.0,270.0,49.0,1011.1,0.6,0.1,114.0
108,서울,2014-04-25,19.0,12.3,25.9,,2.2,50.0,32.5,1012.7,0.4,0.0,67.0
108,서울,2014-04-26,18.7,13.3,25.4,,2.4,270.0,38.9,1012.2,7.9,3.4,54.0
108,서울,2014-04-27,15.6,13.6,18.3,8.5,2.3,50.0,86.6,1010.2,10.0,7.5,26.0
108,서울,2014-04-28,13.6,12.2,15.0,13.5,4.6,70.0,91.6,1004.0,10.0,7.5,13.0
108,서울,2014-04-29,15.0,11.9,18.9,5.5,4.0,50.0,69.5,1000.3,9.3,6.3,18.0
108,서울,2014-04-30,16.1,11.4,21.4,0.0,2.1,50.0,62.1,999.9,5.9,4.5,28.0
108,서울,2014-05-01,16.0,10.4,22.1,,3.2,250.0,60.5,1003.3,0.0,0.0,56.0
108,서울,2014-05-02,15.7,11.1,24.8,1.0,3.6,230.0,70.9,1002.4,6.0,3.5,83.0
108,서울,2014-05-03,13.1,8.0,19.3,,3.9,270.0,54.6,1008.3,1.3,0.3,30.0
108,서울,2014-05-04,12.3,8.5,20.5,0.2,3.8,230.0,57.8,1004.6,5.8,1.8,45.0
108,서울,2014-05-05,11.3,6.8,15.5,,5.1,250.0,56.5,1006.7,1.3,1.3,42.0
108,서울,2014-05-06,13.1,7.6,19.0,,3.4,230.0,45.9,1007.5,0.0,0.0,45.0
108,서울,2014-05-07,15.7,8.7,22.3,2.0,3.8,50.0,48.3,1002.6,6.4,2.1,49.0
108,서울,2014-05-08,14.5,11.5,19.5,4.0,4.2,250.0,83.9,1000.6,5.4,4.6,34.0
108,서울,2014-05-09,16.8,9.8,23.8,,2.0,270.0,60.8,1007.6,0.3,0.0,47.0
108,서울,2014-05-10,20.5,12.9,28.3,,2.1,70.0,43.4,1009.8,0.6,0.0,41.0
108,서울,2014-05-11,18.9,15.9,23.8,23.0,3.4,70.0,54.4,1001.0,8.3,5.5,34.0
108,서울,2014-05-12,16.4,13.6,20.4,10.0,5.2,230.0,79.1,995.2,5.9,4.8,43.0
108,서울,2014-05-13,19.2,11.9,25.6,,4.0,250.0,69.9,996.9,1.9,0.0,94.0
108,서울,2014-05-14,19.6,15.3,25.9,,3.5,270.0,59.1,992.0,3.4,0.9,80.0
108,서울,2014-05-15,18.2,14.5,23.7,0.3,4.0,270.0,66.9,990.9,2.6,1.1,53.0
108,서울,2014-05-16,19.0,12.3,26.2,,2.9,270.0,50.3,998.3,1.0,0.0,56.0
108,서울,2014-05-17,20.0,14.3,26.2,,2.3,290.0,48.0,1001.9,3.6,0.1,61.0
108,서울,2014-05-18,20.3,13.7,27.1,,2.4,250.0,50.1,1002.8,1.8,0.0,53.0
108,서울,2014-05-19,20.0,14.1,26.2,,2.3,270.0,55.1,1002.4,4.4,0.0,61.0
108,서울,2014-05-20,21.5,16.1,28.4,,2.2,270.0,45.4,996.4,5.6,1.3,75.0
108,서울,2014-05-21,20.1,15.9,26.5,,3.7,270.0,65.3,996.6,2.4,2.3,60.0
108,서울,2014-05-22,20.9,13.6,28.3,,2.5,270.0,63.4,1001.8,0.5,0.5,53.0
